ID	LANGUAGE	FILENAME	NUMBER	FRENCH	MALAGASY	FORM
285	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	78	langue	lela	lela
286	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	79	ongle	hoho	angofo
287	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	80	pied	tongotra	tongotra
288	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	81	jambe	ranjo	ranjo
289	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	82	genou	lohalika	lohalika
290	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	83	main	tanana	tanana
291	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	84	aile	elatra	elatra
292	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	85	ventre	kibo	kibo
293	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	86	entrailles	tsinay	tsinay
294	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	87	cou	vozona	tenda
295	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	88	dos	lamosina	lakambo
296	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	89	poitrine	tratra	tratra
297	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	90	cœur	fo	fo
298	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	91	foie	aty	aty
299	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	92	boire	misotro	misotro
300	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	93	manger	mihinana	inana
301	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	94	mordre	manaikitra	manaikitra
302	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	95	sucer	mifiaka	mitsetsitra
303	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	96	cracher	mandrehoka	mandrora
304	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	97	vomir	mandoa	mandoa
305	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	98	souffler	mitsoka	mitsoka
306	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	99	respirer	miaina	miaina
307	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	100	rire	mihomehy	mivanitika
308	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	101	voir	mahita	mitazana
309	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	102	entendre	mihaino	mihaino
310	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	103	savoir	mahay	mahay
311	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	104	penser	mieritreritra	mieritreritra
312	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	105	sentir (par le nez)	manimbolo	mifofona
313	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	106	craindre	matahotra	mataotra
314	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	107	dormir	matory	matory
315	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	108	vivre	velona	velona
316	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	109	mourir	maty	maty
317	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	110	tuer	mamono	mamono
318	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	111	se battre	miady	miady
319	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	112	chasser	mihaza	mihaza
320	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	113	frapper	mikapoka	mandaroka
321	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	114	couper	mandidy	manapaka
322	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	115	fendre (diviser)	mamaky	mamaky
323	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	116	poignarder	manatsatoka antsy	mitoboka antsy
324	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	117	gratter	mikiky	maniky
325	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	118	creuser	mangady	mitombana
326	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	119	nager	milomano	milomano
327	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	120	voler	manidina	magnembana
328	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	121	aller	mandeha	mandeha
329	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	122	venir	avy	avy
330	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	123	être couche	mandry	matory
331	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	124	être assis	mipetraka	mipetraka
332	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	125	être debout	mitsangana	mijaridina
333	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	126	tourner	mihodina	mihodina
334	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	127	tomber	mianjera	mikarapoka
335	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	128	donner	manome	manome
336	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	129	tenir	mitantana	mitantana
337	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	130	presser (comme un citron)	manery	mifinjy
338	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	131	frotter	manakasoka	manakisina
339	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	132	laver	manasa	manasa
340	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	133	essuyer	mamafa	mamafa
341	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	134	tirer	mitifitra	mikendry
342	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	135	pousser	manosika	manosika
343	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	136	jeter (lancer)	manoraka	manoraka
344	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	137	lier	mamehy	mamatotra
345	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	138	coudre	manjaitra	manjaitra
346	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	139	compter	manisa	manisa
347	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	140	dire	milaza	miteny
348	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	141	chanter	mihira	mihira
349	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	142	jouer	milalao	midaola
350	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	143	flotter	mitsinkafona	mitsangevana
351	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	144	couler	mikoriana	mikoriana
352	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	145	geler	mandry	mivaingana
353	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	146	gonfler	mibontsina	mibontsina
354	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	147	soleil	masoandro	masova
355	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	148	lune	volana	volana
356	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	149	étoile	kintana	kintana
357	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	150	eau	rano	rano
358	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	151	pluie	orana	orana
359	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	152	rivière	renirano	renirano
360	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	153	lac	farihy	farihy
361	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	154	mer	ranomasina	ranomasina
362	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	155	sel	sira	sira
363	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	156	pierre	vato	vato
364	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	157	sable	fasika	fasika
365	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	158	poussière	vovoka	vovoka
366	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	159	terre	tany	tany
367	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	160	nuage	rahona	abakabaka
368	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	161	brouillard	zavona	zavona
369	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	162	ciel	lanitra	lanitra
370	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	163	vent	rivotra	rivotra
371	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	164	neige	ranomandry	anvandra
372	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	165	glace	ranomandry	glasy
373	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	166	fumée	setroka	setroka
374	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	167	feu	afo	afo
375	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	168	cendre	lavenona	lavenona
376	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	169	brûler	mandoro	mandoro
377	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	170	route	lalana	lalana
378	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	171	montagne	tendrombohitra	vohitra
379	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	172	rouge	mena	mena
380	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	173	vert	maitso	maitso
381	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	174	jaune	mavo	mavo
382	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	175	blanc	fotsy	fotsy
383	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	176	noir	mainty	mainty
384	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	177	nuit	alina	alina
385	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	178	jour	andro	andro
386	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	179	an (année)	taona	taona
387	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	180	chaud	mafana	mafana
388	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	181	froid	mangatsiaka	mangatsiaka
389	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	182	plein	feno	feno
390	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	183	nouveau	vaovao	vaovao
391	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	184	vieux	antitra	antitra
392	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	185	bon	tsara	tsara
393	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	186	mauvais	ratsy	ratsy
394	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	187	pourri	lo	masiso
395	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	188	sale	maloto	maloto
396	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	189	droit	mahitsy	mahitsy
397	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	190	rond	boribory	boribory
398	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	191	tranchant	maranitra	matsiko
399	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	192	émoussé	dombo	dombo
400	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	193	lisse	malama	malama
401	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	194	mouillé	mando	mando
402	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	195	sec	maina	maina
403	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	196	juste (correct)	mety	mety
404	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	197	près	akaiky	akaiky
405	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	198	loin	lavitra	alavitra
406	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	199	droite	havanana	ankavanana
407	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	200	gauche	havia	ankavia
408	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	201	à	any	any
409	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	202	dans	anaty	anaty
410	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	203	avec	amin'ny	amin ny
411	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	204	et	sy	sy
412	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	205	si	raha	raha
413	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	206	parce que	satria	satria
414	Sihanaka (Ambatondrazaka)	02-Sihanaka.Ambatondrazaka.txt	207	nom	anarana	anarana
415	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	1	je	izaho	zaho
416	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	2	tu	ianao	anao
417	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	3	il	izy	izy
418	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	4	nous	isika	atsika
419	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	5	vous	ianareo	anaro
420	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	6	ils	izy ireo	iro
421	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	7	ceci	ity	ity
422	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	8	cela	izany	izegny
423	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	9	ici	eto	eto
424	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	10	là	ao	iry
425	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	11	qui	iza	zovy
426	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	12	que (qu'est-ce que; quoi)	inona	ino
427	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	13	où	aiza	aia
428	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	14	quand	oviana	ombiagna
429	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	15	comment	ahoana	akory
430	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	16	ne pas	tsy	tsy
431	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	17	tout	rehetra	jiaby
432	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	18	beaucoup	betsaka	maro
433	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	19	quelques	vitsivitsy	vitsy
434	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	20	peu	kely	hely
435	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	21	autre	hafa	hafa
436	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	22	un	iray	araiky
437	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	23	deux	roa	aroe
438	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	24	trois	telo	telo
439	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	25	quatre	efatra	efatra
440	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	26	cinq	dimy	dimy
441	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	27	grand	lehibe	maventy
442	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	28	long	lava	lava
443	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	29	large	malalaka	malalaka
444	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	30	épais	matevina	matevigny
445	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	31	lourd	mavesatra	mavesatra
446	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	32	petit	kely	hely
447	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	33	court	fohy	foehiky
448	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	34	étroit	tery	maletry
449	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	35	fin	manify	matify
450	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	36	femme	vehivavy	magnangy
451	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	37	homme (mâle adulte)	lehilahy	lelahy
452	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	38	homme (être humain)	olona	olo
453	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	39	enfant	zaza	tsaiky
454	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	40	femme (épouse)	vady	vady
455	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	41	mari	vady	vady
456	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	42	mère	reny	indry
457	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	43	père	ray	baba
458	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	44	animal	biby	kaka
459	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	45	poisson	trondro	laoko
460	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	46	oiseau	vorona	vorogno
461	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	47	chien	alika	fandroaka
462	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	48	pou	hao	hao
463	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	49	serpent	bibilava	biby
464	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	50	ver	kankana	hankagna
465	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	51	arbre	hazo	kakazo
466	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	52	forêt	ala	atiala
467	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	53	bâton	kibay	kibay
468	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	54	fruit	voankazo	voankazo
469	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	55	graine	voa	ambio
470	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	56	feuille	ravina	ravigny
471	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	57	racine	faka	fototro
472	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	58	écorce	hodi-kazo	hodikakazo
473	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	59	fleur	voninkazo	folera
474	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	60	herbe	ahitra	ahitry
475	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	61	corde	tady	tady
476	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	62	peau	hoditra	hoditry
477	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	63	viande	hena	hena
478	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	64	sang	ra	lio
479	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	65	os	taolana	taolagna
480	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	66	graisse (matière)	taviny	vondraka
481	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	67	œuf	atody	atody
482	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	68	corne	tandroka	ampondo
483	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	69	queue	rambo	ohy
484	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	70	plume	volom-borona	volovolomborogno
485	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	71	cheveux	volo	fagneva
486	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	72	tête	loha	loha
487	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	73	oreille	sofina	sofigny
488	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	74	œil	maso	fagnenty
489	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	75	nez	orona	orogno
490	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	76	bouche	vava	vava
491	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	77	dent	nify	nify
492	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	78	langue	lela	lela
493	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	79	ongle	hoho	angofo
494	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	80	pied	tongotra	vity
495	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	81	jambe	ranjo	vavitsy
496	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	82	genou	lohalika	lohalitry
497	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	83	main	tanana	tagnana
498	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	84	aile	elatra	elatra
499	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	85	ventre	kibo	troko
500	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	86	entrailles	tsinay	tsontsory
501	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	87	cou	vozona	vozogno
502	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	88	dos	lamosina	tahezagna
503	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	89	poitrine	tratra	tratra
504	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	90	cœur	fo	fo
505	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	91	foie	aty	aty
506	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	92	boire	misotro	migiaka
507	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	93	manger	mihinana	mihina
508	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	94	mordre	manaikitra	magnekitry
509	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	95	sucer	mifiaka	minono
510	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	96	cracher	mandrehoka	mikahaka
511	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	97	vomir	mandoa	mandoa
512	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	98	souffler	mitsoka	mitsotro
513	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	99	respirer	miaina	miaigny
514	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	100	rire	mihomehy	mitokiky
515	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	101	voir	mahita	mizaha
516	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	102	entendre	mihaino	mitandregny
517	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	103	savoir	mahay	mahay
518	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	104	penser	mieritreritra	mieritreritry
519	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	105	sentir (par le nez)	manimbolo	maharegny
520	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	106	craindre	matahotra	mavozo
521	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	107	dormir	matory	matoro
522	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	108	vivre	velona	velogno
523	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	109	mourir	maty	maty
524	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	110	tuer	mamono	mamono
525	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	111	se battre	miady	miady
526	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	112	chasser	mihaza	mihaza
527	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	113	frapper	mikapoka	mamopoko
528	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	114	couper	mandidy	mandidy
529	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	115	fendre (diviser)	mamaky	mamaky
530	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	116	poignarder	manatsatoka antsy	mitomboko meso
531	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	117	gratter	mikiky	magnihikihy
532	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	118	creuser	mangady	mangady
533	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	119	nager	milomano	milomagno
534	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	120	voler	manidina	mitiligny
535	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	121	aller	mandeha	mandeha
536	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	122	venir	avy	navy
537	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	123	être couche	mandry	mandry
538	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	124	être assis	mipetraka	mipetraka
539	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	125	être debout	mitsangana	mitsangana
540	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	126	tourner	mihodina	mierigny
541	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	127	tomber	mianjera	lavo
542	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	128	donner	manome	magnomia
543	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	129	tenir	mitantana	mitagna
544	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	130	presser (comme un citron)	manery	misery
545	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	131	frotter	manakasoka	magnisiky
546	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	132	laver	manasa	manasa
547	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	133	essuyer	mamafa	mamotro
548	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	134	tirer	mitifitra	mitifitry
549	Antankarana (Ambilobe)	03-Antankarana.Ambilobe.txt	135	pousser	manosika	mandronjy
